BDM_id,BDM,Categorie,Plot_id
43,57711503,PrairieSeche,431201
43,57711503,PrairieSeche,431202
43,57711503,PrairieSeche,431203
43,57711503,PrairieSeche,431204
43,57711503,PrairieSeche,431205
43,57711503,transport,431301
43,57711503,ZoneConstruite,431501
44,58041300,Autre,440101
44,58041300,Autre,440102
44,58041300,Autre,440103
44,58041300,Autre,440104
44,58041300,Autre,440105
44,58041300,Autre,440106
44,58041300,Autre,440107
44,58041300,Autre,440108
44,58041300,Autre,440109
44,58041300,lisiere,440901
44,58041300,lisiere,440902
44,58041300,pierrier,441101
44,58041300,pierrier,441102
44,58041300,pierrier,441103
44,58041300,pierrier,441104
44,58041300,pierrier,441105
44,58041300,pierrier,441106
44,58041300,pierrier,441107
44,58041300,pierrier,441108
44,58041300,pierrier,441109
